"","X","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm","Fish_Wdth_mm","Predicted_Fish_Wdth_mm","fineness"
"100",201,"FC-2-2021","FC-2-2021","FC-2-21","FC-2","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.046,46.1,NA,5.5,NA,12.1,NA,6.6,29.2,"M",0.056,"2-B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916,"1-E11","N","Y","5","Y","Y",0.028,0.7,0.7,0.7,1.1,0.7,0.9,1,0.9,"",0,"10/15/21",126.9,"10/20/21",33.4,"0.7368","0.2632",NA,"10/21/21",2,0.3183,955.8343,21.4536,5.646573995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",461,55,121,292,2046,0.187513799547951,66,57.3540865746881,6.98484848484848
"101",203,"FC-4-2021","FC-4-2021","FC-4-21","FC-4","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.374,49,NA,7.1,NA,13.4,NA,6.7,30.6,"M",0.036,"2-B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,"1-F2","N","Y","5","Y","Y",0.018,0.6,0.5,0.4,0.9,0.5,0.6,0.5,1.1,"",0,"10/15/21",97.3,"10/19/21",22.6,"0.7677","0.2323",NA,"10/21/21",2,0.3449,955.8343,22.2554,5.169291264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",490,71,134,306,2374,1.25716518382377,67,59.7544816707564,7.3134328358209
"102",204,"FC-5-2021","FC-5-2021","FC-5-21","FC-5","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.078,47.2,NA,7.1,NA,12.3,NA,6.3,29.9,"M",0.032,"2-A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982,"1-E5","N","Y","5","Y","Y",0.016,0.7,0.5,0.7,0.7,0.5,0.7,0.7,0.7,"",0,"10/15/21",121.2,"10/19/21",29.2,"0.7591","0.2409",NA,"10/21/21",4,0.3864,923.3249,22.4262,5.403011881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",472,71,123,299,2078,0.537821971414196,63,57.5882714621094,7.49206349206349
"103",206,"FC-7-2021","FC-7-2021","FC-7-21","FC-7","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.16,47,NA,5.4,NA,12,NA,6.9,29.4,"M",0.082,"2-B5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018,"1-F1","N","Y","5","Y","Y",0.042,1,0.9,0.9,1.1,1,0.7,0.7,0.8,"",0,"10/15/21",117.7,"10/19/21",30.7,"0.7392","0.2608",NA,"10/21/21",4,0.4149,923.3249,22.3613,5.832556585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",470,54,120,294,2160,0.347913406656519,69,58.1883702361265,6.81159420289855
"104",210,"MN-1-2021","MN-1-2021","MN-1-21","MN-1","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.692,49.4,NA,6.3,NA,14.5,NA,6.8,33.9,"M",0.07,"2-B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486,"1-E9","N","Y","5","Y","Y",0.036,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.6,"",0,"10/19/21",87.9,"10/23/21",19.3,"0.7804","0.2196",NA,"10/27/21",2,0.477,923.3914,20.6881,4.542438339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",494,63,145,339,2692,2.10821995351412,68,62.0816939895056,7.26470588235294
"105",212,"MN-3-2021","MN-3-2021","MN-3-21","MN-3","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.308,44.7,NA,5.8,NA,15.5,NA,6.5,34.5,"M",0.058,"2-A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"1-E7","N","Y","5","Y","Y",0.03,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,"",0,"10/19/21",101.5,"10/23/21",20.3,"0.8","0.2",NA,"10/27/21",2,0.3683,923.3914,20.2505,4.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",447,58,155,345,2308,1.64033852314592,65,59.27147534045,6.87692307692308
"106",214,"MN-5-2021","MN-5-2021","MN-5-21","MN-5","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.38,46.8,NA,8.9,NA,15.9,NA,6.5,35.1,"M",0.062,"2-A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176,"1-E6","N","Y","5","Y","Y",0.032,0.5,0.5,0.5,0.4,0.6,0.5,0.8,0.6,"",0,"10/19/21",110.9,"10/23/21",24.9,"0.7755","0.2245",NA,"10/27/21",2,0.3185,923.3914,21.7414,4.881522633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",468,89,159,351,2380,2.20690082124124,65,59.7983913371479,7.2
"107",215,"MN-6-2021","MN-6-2021","MN-6-21","MN-6","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.286,44.5,NA,6.7,NA,14.7,NA,6.7,33,"M",0.074,"2-A8 (Empty)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,"1-E8","N","Y","5","Y","Y",0.034,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.5,"",0,"10/20/21",103.9,"10/23/21",22.1,"0.7873","0.2127",NA,"10/27/21",4,0.2992,923.3249,21.9957,4.678584889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",445,67,147,330,2286,1.16839584394235,67,59.1104732303478,6.64179104477612
"108",220,"MN-11-2021","MN-11-2021","MN-11-21","MN-11","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.014,44.2,NA,6,NA,13.7,NA,6.6,32.7,"M",0.058,"3-F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.874,"2-D12","N","Y","5","Y","Y",0.028,0.3,0.6,0.3,0.4,0.4,0.4,0.4,0.4,"",0,"10/20/21",91.3,"10/23/21",17.9,"0.8039","0.1961",NA,"10/27/21",2,0.3577,923.3914,18.3093,3.589665608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",442,60,137,327,2014,0.798884290053905,66,57.1199016872668,6.6969696969697
"109",225,"MN-16-2021","MN-16-2021","MN-16-21","MN-16","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.086,46.2,NA,6.5,NA,14.5,NA,5.6,33.5,"M",0.026,"3-F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.996,"2-D10","N","Y","5","Y","Y",0.01,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",63.3,"11/3/21",14.2,"0.7757","0.2243",NA,"11/4/21",2,0.3685,923.3914,20.0502,4.497833175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",462,65,145,335,2086,1.48612806879631,56,57.6468176839647,8.25
"110",226,"MN-17-2021","MN-17-2021","MN-17-21","MN-17","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,1.92,43.9,NA,5.8,NA,14.4,NA,6,32.8,"M",0.038,"3-E7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792,"2-D3","N","Y","5","Y","Y",0.018,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",69.2,"11/3/21",14.1,"0.7962","0.2038",NA,"11/4/21",4,0.3048,923.3249,19.9715,4.069337428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",439,58,144,328,1920,0.95166520436817,60,56.4319835804667,7.31666666666667
"111",227,"MN-18-2021","MN-18-2021","MN-18-21","MN-18","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.976,48.3,NA,8.3,NA,17.9,NA,7.1,40.3,"M",0.09,"3-F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.796,"2-D11","N","Y","5","Y","Y",0.044,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,"",0,"10/29/21",98.2,"11/3/21",21.1,"0.7851","0.2149",NA,"11/4/21",2,0.2349,923.3914,20.8578,4.481665784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",483,83,179,403,2976,3.77400328829453,71,64.1600848653696,6.80281690140845
"112",228,"MN-19-2021","MN-19-2021","MN-19-21","MN-19","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.444,45.7,NA,6.9,NA,17.1,NA,5.5,37.4,"M",0.054,"3-F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,"2-D8","N","Y","5","Y","Y",0.028,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",41.7,"11/3/21",17.5,"0.5803","0.4197",NA,"11/4/21",4,0.3086,923.3249,19.2627,8.083866906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",457,69,171,374,2444,2.67539640455104,55,60.2667611119905,8.30909090909091
"113",230,"TN-2-2021","TN-2-2021","TN-2-21","TN-2","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,2.188,47.5,NA,6.2,NA,12.1,NA,7,29.9,"M",0.044,"3-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,"2-C12","N","Y","5","Y","Y",0.022,0.7,0.7,0.7,0.6,0.7,0.8,0.6,0.8,"",0,"10/29/21",103.4,"11/3/21",29.5,"0.7147","0.2853",NA,"11/4/21",2,0.2753,923.3914,23.5586,6.721264023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",475,62,121,299,2188,0.536088115271827,70,58.3932820126201,6.78571428571429
"114",232,"TN-4-2021","TN-4-2021","TN-4-21","TN-4","2021-08-04",NA,"Tanada","9/4/21",62.45133,-143.382153,2.154,46.7,NA,4.8,NA,13.5,NA,6.5,30.7,"M",0.046,"3-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,"2-D6","N","Y","5","Y","Y",0.022,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.8,"",0,"10/29/21",75.6,"11/3/21",20,"0.7354","0.2646",NA,"11/4/21",2,0.308,923.3914,22.3277,5.906798942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",467,48,135,307,2154,0.893732434629102,65,58.144460569735,7.18461538461538
"115",234,"TN-6-2021","TN-6-2021","TN-6-21","TN-6","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,1.952,47,NA,6.2,NA,12.7,NA,6.6,30.9,"M",0.054,"3-C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832,"2-B8","N","Y","5","Y","Y",0.03,1.1,0.9,1,1.5,1.3,1.3,1.2,1.2,"",0,"10/29/21",130.8,"11/3/21",34.5,"0.7362","0.2638",NA,"11/4/21",2,0.3424,923.3914,22.2467,5.867822248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",470,62,127,309,1952,0.757315284244545,66,56.666168467888,7.12121212121212
"116",235,"TN-7-2021","TN-7-2021","TN-7-21","TN-7","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,2.817,50.5,NA,8,NA,14.5,NA,7,33.9,"M",0.036,"3-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.686,"2-D1","N","Y","5","Y","Y",0.02,0.6,0.6,0.7,0.6,0.9,0.6,1,0.6,"",0,"10/29/21",120.2,"11/3/21",30.4,"0.7471","0.2529",NA,"11/4/21",2,0.2514,923.3914,22.0219,5.569598669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",505,80,145,339,2817,2.30205212751068,70,62.996478705995,7.21428571428571
"117",238,"TN-10-2021","TN-10-2021","TN-10-21","TN-10","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.984,47.1,NA,6.9,NA,12.3,NA,6.2,28.8,"M",0.052,"4-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,"2-G8","N","Y","5","Y","Y",0.026,1.6,0.7,0.8,0.7,0.8,0.7,1,0.7,"",0,"10/29/21",111.4,"11/3/21",27.8,"0.7504","0.2496",NA,"11/4/21",2,0.3018,922.7887,23.4456,5.85087684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",471,69,123,288,1984,0.360105573685686,62,56.9003533553093,7.59677419354839
"118",6,"GH-6-2019","GK6-2019","GH-6-19","GK6","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,1.376,41.4,42.1,3.4,3.6,10,10.5,6.3,27.2,"F",0.21,"N/A",49,3.7829,52,4.3651,45,3.971,4.7,4.9,4.4,1.118,"1-G9","N","Y","5","Y","Y",0.102,0.9,0.8,0.9,0.8,0.8,0.8,1.2,1.3,"",0,"11/3/19",137,"11/10/19",34.7,"0.7467","0.2533","","11/26/19",4,0.2888,923.3249,23.0405,5.835805474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",414,34,100,272,1376,-1.5050309152888,63,49.7680638884016,6.57142857142857
"119",7,"GH-7-2019","GK7-2019","GH-7-19","GK7","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,1.184,39.8,40,3.5,3.9,8.8,9.7,5.3,24,"F",0.188,"N/A",68,6.2316,82,9.5306,47,5.5035,4.7,4.2,4.5,0.948,"1-G1","N","Y","5","Y","Y",0.1,0.7,1.1,1.3,0.8,1.3,0.7,1,0.7,"",0,"11/3/19",157.8,"11/10/19",37.7,"0.7611","0.2389","","11/26/19",2,0.304,923.1981,19.3525,4.62350602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",398,35,88,240,1184,-2.58028343650051,53,45.0719787473527,7.50943396226415
"120",8,"GH-8-2019","GK8-2019","GH-8-19","GK8","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,1.444,41.6,42.1,3.3,3.8,6.4,10.2,5.6,25.2,"F",0.236,"N/A",61,7.1919,75,9.5798,48,4.18,4.8,4.6,4.3,1.148,"1-G2","N","Y","5","Y","Y",0.138,0.7,0.6,0.8,0.7,0.6,0.7,0.6,0.6,"",0,"11/3/19",193.6,"11/10/19",43.1,"0.7774","0.2226","","11/26/19",4,0.3865,923.3249,19.4505,4.330147469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",416,33,64,252,1444,-2.74362022292888,56,51.4312607091898,7.42857142857143
"121",9,"GH-9-2019","GK9-2019","GH-9-19","GK9","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,2.078,46.2,46.7,4.6,5.2,12.2,11.7,6.9,30.1,"F",0.44,"N/A",50,6.4796,85,10.2085,93,10.5876,5.1,5.3,5.1,1.59,"1-F12","N","Y","5","Y","Y",0.18,1,1.1,1,1.1,0.8,1.4,0.7,1.1,"",0,"11/3/19",132,"11/10/19",35.2,"0.7333","0.2667","","11/26/19",2,0.3096,923.1981,22.9675,6.124666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",462,46,122,301,2078,0.36342055071053,69,66.9381251853619,6.69565217391304
"122",10,"GH-10-2019","GK10-2019","GH-10-19","GK10","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,1.334,40.2,41.6,3.4,4,9,10.2,5.5,24.1,"F",0.198,"N/A",64,3.9213,89,5.3753,60,3.7846,4.4,4.3,4.1,1.08,"1-G8","N","Y","5","Y","Y",0.116,1,1.1,0.9,1,0.8,1,1,1.2,"",0,"11/3/19",95.2,"11/10/19",25.7,"0.73","0.27","","11/26/19",4,0.3218,923.3249,22.2529,6.007348004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",402,34,90,241,1334,-2.44064771590565,55,48.7407952637972,7.30909090909091
"123",16,"GH-16-2019","GK16-2019","GH-16-19","GK16","2019-08-17",NA,"Gulkana Hatchery","9/3/19",63.06732669,-145.5138318,0.738,37.9,39.4,3.4,3.5,7.9,7.4,3.7,18.1,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,"2-C8","Y","Y","5","Y","N",NA,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.4,"POST SPAWNER, NO EGGS PRESENT",2,"11/10/19",71,"11/25/19",15.4,"0.7831","0.2169","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.4056,923.3249,17.4722,3.789744789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",379,34,79,181,738,-4.01946468223022,37,34.1633643051244,10.2432432432432
"124",17,"GH-17-2019","GK17-2019","GH-17-19","GK17","2019-08-17",NA,"Gulkana Hatchery","9/4/19",63.06732669,-145.5138318,1.234,44.4,45,4.5,4.7,9.9,8.8,4.7,22.4,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176,"2-E12","N","Y","5","Y","N",NA,0.6,0.6,0.5,0.8,0.6,0.6,0.7,0.7,"POST SPAWNER, NO EGGS PRESENT",2,"11/10/19",141.2,"11/25/19",26.5,"0.8123","0.1877","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",2,0.4296,923.1981,19.2209,3.607321884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",444,45,99,224,1234,-1.70229393510294,47,46.2949175861675,9.4468085106383
"125",18,"GH-18-2019","GK18-2019","GH-18-19","GK18","2019-08-17",NA,"Gulkana Hatchery","9/4/19",63.06732669,-145.5138318,1.832,47,48.7,4,4.7,12.3,12.1,6.1,27.4,"F",NA,"N/A",54,5.1436,NA,NA,NA,NA,5.1,NA,NA,1.596,"2-F4","N","Y","5","Y","N",NA,0.8,0.6,0.7,0.6,0.5,0.6,0.5,0.6,"SKEINS LOOSE AND BODY CAVITY FILLED WITH EGGS",0,"11/10/19",156.6,"11/25/19",32.9,"0.7899","0.2101","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.4917,923.3249,20.2046,4.244772286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",470,40,123,274,1832,0.138726823865844,61,60.9212660983929,7.70491803278689
"126",19,"GH-19-2019","GK19-2019","GH-19-19","GK19","2019-08-17",NA,"Gulkana Hatchery","9/3/19",63.06732669,-145.5138318,1.792,46.5,47.4,4.2,4.7,10.8,11,5.9,26.9,"F",0,"N/A",55,3.5626,NA,NA,NA,NA,4.5,NA,NA,1.618,"2-D6","N","Y","5","Y","N",NA,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,"LIKELY A PARTIAL SPAWNER, SKEIN LOOSE WITH EGGS THROUGHOUT BODY CAVITY",1,"11/10/19",130.5,"11/25/19",27,"0.7931","0.2069","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",2,0.4485,923.1981,21.3085,4.408655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",465,42,108,269,1792,-0.431628119012198,59,59.9429150273411,7.88135593220339
"127",20,"GH-20-2019","GK20-2019","GH-20-19","GK20","2019-08-17",NA,"Gulkana Hatchery","9/3/19",63.06732669,-145.5138318,1.164,44.7,45.3,4,4.2,9.4,9.5,4.1,22.9,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,"2-C12","N","Y","5","Y","N",NA,0.8,0.6,0.7,0.6,0.8,0.5,0.6,0.6,"POST SPAWNER, NO EGGS PRESENT",2,"11/10/19",129.3,"11/25/19",26.8,"0.7927","0.2073","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.3769,923.3249,18.6226,3.859904718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",447,40,94,229,1164,-1.7131529689113,41,44.5828032118268,10.9024390243902
"128",26,"MN-6-2019","MN6-2019","MN-6-19","MN6","2019-07-26",NA,"Mentasta","8/6/19",62.94958,-143.35984,1.416,45.7,50.7,4.1,5.5,9.2,11.7,4.3,22.2,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304,"1-E9","Y","Y","5","Y","N",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,"EMPTY SKEINS",2,"11/15/19",108.5,"11/21/19",20.9,"0.8074","0.1926","","12/11/19",2,0.3509,923.1981,18.6986,3.601850138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",457,41,92,222,1416,-1.69341789951139,43,50.7464149594535,10.6279069767442
"129",27,"MN-7-2019","MN7-2019","MN-7-19","MN7","2019-07-26",NA,"Mentasta","8/7/19",62.94958,-143.35984,1.52,42.9,44.3,4.2,4.6,10.3,11.5,5.4,25.1,"F",0,"N/A",32,3.3782,NA,NA,NA,NA,5,NA,NA,1.311,"1-G10","N","Y","5","Y","N",NA,0.7,0.8,0.7,0.7,0.6,0.7,0.7,0.8,"SKEIN RUPTURED AND FILLING BODY WITH LOOSE EGGS. LIKELY PARTIAL SPAWNER",1,"11/15/19",154.8,"11/21/19",35.3,"0.772","0.228","","12/11/19",4,0.2732,923.3249,21.3669,4.872426163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",429,42,103,251,1520,-1.46445501453886,54,53.2901277441884,7.94444444444444
"130",28,"MN-8-2019","MN8-2019","MN-8-19","MN8","2019-07-26",NA,"Mentasta","8/6/19",62.94958,-143.35984,1.184,43.7,42.4,4.1,4.4,8.5,10.5,3.9,21.2,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.102,"1-F9","N","Y","5","Y","N",NA,0.5,0.5,0.4,0.4,0.5,0.4,0.3,0.4,"SKEINS EMPTY, POST SPAWNER",2,"11/15/19",132.1,"11/21/19",26.5,"0.7994","0.2006","","12/11/19",2,0.3799,923.1981,20.1708,4.046375473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",437,41,85,212,1184,-2.38247132481972,39,45.0719787473527,11.2051282051282
"131",29,"MN-9-2019","MN9-2019","MN-9-19","MN9","2019-07-26",NA,"Mentasta","8/6/19",62.94958,-143.35984,1.46,45.7,47.1,4.7,5.7,9.5,13.2,4.4,24.6,"F",0,"N/A",40,4.8765,NA,NA,NA,NA,5.6,NA,NA,1.276,"1-F1","N","Y",NA,"Y","N",NA,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.5,"SKEINS RUPTURED, EGGS LOOSE, PARTIAL SPAWNER",1,"11/15/19",117.9,"11/21/19",24.2,"0.7947","0.2053","","12/11/19",4,0.3879,923.3249,21.2445,4.360618321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",457,47,95,246,1460,-1.26222331829586,44,51.8226011376106,10.3863636363636
"132",30,"MN-10-2019","MN10-2019","MN-10-19","MN10","2019-07-26",NA,"Mentasta","8/6/19",62.94958,-143.35984,1.36,40.7,42.1,4.5,4.9,6.5,11.2,4.1,24.2,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,"1-E12","N","Y","5","Y","N",NA,0.5,0.4,0.5,0.5,0.5,0.5,0.9,0.7,"SKEINS EMPTY, NO EGGS TO MEASURE",2,"11/15/19",99.9,"11/21/19",20.7,"0.7928","0.2072","","12/18/19",4,0.3387,923.3249,21.1605,4.384608108,2,0.3936,923.1981,21.2794,NA,4,0.4564,923.3249,20.7673,4.303134234,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",407,45,65,242,1360,-3.02045276894767,41,49.3767234599809,9.92682926829268
